ts	imei	mwra	p.android.chrome	p.android.documentsui	p.android.packageinstaller	p.android.settings	p.android.gm	p.android.externalstorage	p.system	p.android.gms	p.dogalize	p.process.gapps	p.katana	p.google	p.notifier	p.android.defcontainer	p.android.vending	p.inputmethod.latin	p.simulator	p.olauncher	p.browser.provider	p.gms.persistent
2018-05-10 09:48:00	8630330696303481230	0.00000	16.12436	15.50672	12.44771	10.16653	17.19511	15.86214	13.55240	36.12715	0.51629	67.60147	47.79926	38.28530	73.34491	88.01958	18.59590	21.55215	94.31172	90.92224	94.51781	65.81515
2018-05-10 09:49:00	3590433799317662469	1.00000	13.72555	13.43107	14.18811	12.91996	8.96936	11.61199	11.42079	43.93906	0.04695	50.32779	76.64845	71.48860	59.50385	63.00096	15.61405	62.71962	70.11425	28.35681	12.69484	44.08656
2018-05-10 09:50:00	359043379931766270	0.00000	15.65894	11.73513	11.98007	11.46269	13.77046	16.90711	14.69597	50.45482	0.32418	57.80405	43.07629	19.77080	61.48355	44.05468	54.70666	92.79028	71.79376	74.23362	57.43033	40.49465
2018-05-10 09:51:00	8630330696303481958	1.00000	11.06216	11.95959	9.36979	11.30364	10.69105	12.32479	12.27319	70.27541	0.00332	52.24271	57.93133	71.30931	56.28772	4.24212	80.02297	27.25583	15.67001	45.48403	71.29950	26.26841
2018-05-10 09:52:00	3590433799317661784	1.00000	12.23526	11.50599	8.18697	8.61790	9.58639	14.81771	12.51802	16.72504	0.01060	70.35374	58.28141	44.46944	76.59366	10.70668	63.91156	25.88137	44.67103	58.66383	41.91359	4.69889
2018-05-10 09:53:00	863033069630348909	1.00000	14.47559	12.10777	15.70414	18.14423	13.59818	13.94975	16.19968	50.86653	0.09933	63.65576	59.29920	19.81392	59.95427	32.83816	70.80085	16.44637	72.06298	60.16296	29.45444	54.88452
2018-05-10 09:54:00	8630330696303481503	1.00000	10.83152	10.34834	12.04819	12.47891	11.30277	13.31010	10.92825	37.18915	0.00260	27.40144	56.50648	39.40485	29.10158	31.61219	64.35643	97.52439	49.51827	36.59605	33.32266	86.66836
2018-05-10 09:55:00	8630330696303481511	1.00000	13.97691	11.65333	14.16510	15.47406	8.59746	17.33635	14.84666	47.87970	0.06032	54.31443	59.58566	75.51602	52.58128	28.39999	28.72218	9.01592	61.76186	26.34323	85.50462	75.41032
2018-05-10 09:56:00	3590433799317662444	0.00000	8.16851	9.48171	11.07540	11.20020	11.45283	14.52890	7.80739	49.97047	0.00022	64.78772	55.47914	17.54899	59.74660	30.27587	2.53784	74.88190	94.13331	96.13262	6.22080	71.79606
2018-05-10 09:57:00	8630330696303481511	1.00000	17.06518	14.87308	15.34957	13.01982	8.96870	8.00210	12.70677	27.16688	1.32276	46.28544	47.44175	43.48456	52.60438	21.44545	66.86182	97.24502	23.27261	76.04636	47.13087	46.73641
2018-05-10 09:58:00	8630330696303481537	1.00000	10.33939	9.73797	14.59870	13.21026	9.83745	14.78022	10.29960	58.71715	0.00160	61.80668	48.08004	43.60568	58.43402	16.04547	42.83279	20.67532	54.92081	75.15090	54.51391	21.98283
2018-05-10 09:59:00	8630330696303482188	0.00000	14.25657	16.09023	11.78568	9.36911	14.24332	12.21395	14.85186	48.79607	0.07979	61.46428	71.69310	58.97891	34.38069	94.53184	70.94617	49.53658	96.17676	67.23742	19.30665	70.63013
2018-05-10 10:00:00	863033069630348701	1.00000	11.37741	11.18505	12.49191	11.44865	10.08551	13.86820	10.84233	62.09371	0.00456	50.40829	65.87154	42.70181	48.93418	59.67860	80.77991	8.09972	2.10125	7.87576	3.46726	79.00088
2018-05-10 10:01:00	3590433799317662352	1.00000	8.36347	11.07176	13.36247	14.58245	8.97195	12.44926	8.76874	60.25250	0.00032	67.83209	51.28083	45.83444	29.13996	20.45121	89.08031	34.88185	70.52380	81.47549	33.32945	92.05518
2018-05-10 10:02:00	863033069630348834	1.00000	13.54067	11.90353	10.85948	13.20611	12.03612	13.30774	13.43631	74.98700	0.03902	25.56692	58.77621	41.71238	57.24883	10.40176	9.92928	21.35946	27.22666	8.41915	12.35210	71.80379
2018-05-10 10:03:00	8630330696303481073	1.00000	17.91062	8.24716	17.47089	13.70760	9.49418	13.16842	15.85022	36.30886	3.08074	50.55905	71.50416	31.34248	68.64277	26.19735	40.52079	29.16786	85.95156	65.97143	86.38301	8.51274
2018-05-10 10:04:00	359043379931766452	0.00000	11.76136	17.61074	12.12881	9.16378	9.74691	7.13942	8.78021	51.31792	0.00660	53.63770	68.92719	38.02796	69.89840	24.99130	47.16423	65.80527	88.26194	41.05761	58.60840	18.48746
2018-05-10 10:05:00	3590433799317662147	1.00000	14.99679	6.28934	14.47162	19.27904	10.70747	14.88783	17.51761	39.60366	0.16724	41.60942	54.23511	29.29306	40.09911	99.83768	86.85898	51.29864	80.38416	61.25884	23.18410	51.19488
2018-05-10 10:06:00	863033069630348396	1.00000	12.18186	10.97542	10.47890	10.49145	10.41346	14.21436	8.95255	43.56499	0.01007	52.80835	57.96878	33.62481	40.71997	5.55333	73.03467	82.29497	95.76939	67.85666	40.69228	50.06092
2018-05-10 10:07:00	3590433799317661487	0.00000	12.85721	15.46283	7.28481	10.98625	9.85091	11.93428	14.46723	34.07608	0.01978	67.05896	69.92023	60.30224	20.72045	25.00523	25.49201	0.60306	66.69335	13.66731	7.05638	28.92686
2018-05-10 10:08:00	863033069630348115	1.00000	13.53913	9.32979	13.79132	15.59955	10.43994	11.06406	14.75322	49.97543	0.03896	56.16724	63.11265	40.83739	64.37418	40.04139	38.88929	12.71345	15.90172	17.67969	55.07229	78.18330
2018-05-10 10:09:00	3590433799317662436	0.00000	17.22978	13.87874	12.17990	10.04808	13.84425	12.00813	13.66432	49.96172	1.55950	58.30573	71.67013	62.33011	48.55331	37.79863	51.42904	97.31542	8.40339	72.71814	71.63235	59.45884
2018-05-10 10:10:00	8630330696303481123	1.00000	10.67505	10.80657	7.78097	7.20520	12.97885	15.20051	10.58786	63.27623	0.00219	43.39900	50.77577	42.51774	49.43411	47.61648	76.88227	45.74285	31.29398	29.90120	2.85397	81.46987
2018-05-10 10:11:00	863033069630348404	0.00000	13.31556	15.25489	7.71451	9.22368	11.07491	10.40098	12.42761	43.11137	0.03113	46.66022	56.87814	48.38806	47.34097	53.90856	28.95213	28.66450	26.12855	13.12169	16.28521	0.64838
2018-05-10 10:12:00	359043379931766932	0.00000	13.95719	12.21381	14.97527	10.39872	14.87985	10.47799	14.79224	50.40953	0.05917	60.54678	86.95843	67.67782	55.29592	22.14290	8.67761	52.66726	31.27273	1.91995	36.30240	16.49667
2018-05-10 10:13:00	8630330696303481370	1.00000	15.16854	10.32898	16.92256	14.50606	10.81300	12.88675	16.00006	64.01187	0.19852	55.62410	32.29449	83.29226	43.70618	13.89647	91.50718	86.44155	25.80546	80.12821	96.49963	5.70297
2018-05-10 10:14:00	359043379931766098	1.00000	9.83183	13.72396	12.00042	9.87823	11.90690	14.62704	10.48311	31.03834	0.00101	61.79625	44.24155	60.50565	43.00333	27.35917	22.72692	52.18099	60.22570	60.69881	49.02753	17.73434
2018-05-10 10:15:00	359043379931766817	0.00000	13.80710	15.19971	10.60972	8.85121	10.88487	12.37534	11.00391	57.92723	0.05091	55.75781	42.92004	54.50706	29.93639	2.56352	33.51170	4.17527	38.42476	8.45775	21.29494	36.05968
2018-05-10 10:16:00	863033069630348529	1.00000	7.43225	6.41785	13.54622	10.87583	9.42582	14.97957	7.03685	43.33696	0.00013	33.91906	64.59905	64.20668	51.85735	68.72556	74.15178	55.18778	3.98698	10.33819	33.47382	75.32538
2018-05-10 10:17:00	3590433799317661719	1.00000	11.90783	8.44754	12.68889	17.43151	14.12347	15.31826	17.60578	68.27773	0.00763	42.58141	48.98461	75.96872	34.95705	36.71466	54.13873	62.52028	22.55499	10.58070	18.45576	69.32242
2018-05-10 10:18:00	863033069630348438	0.00000	16.15994	14.37229	10.82595	10.04259	13.52156	15.09688	13.42530	34.06863	0.53504	56.40897	53.93934	37.36809	57.55703	67.26183	9.03781	41.02536	96.73365	28.83764	4.08709	94.77179
2018-05-10 10:19:00	3590433799317661925	0.00000	11.16556	14.39540	15.77500	8.88576	15.58632	5.99160	13.83325	51.30023	0.00368	54.72500	72.22462	40.37282	44.56004	3.43460	91.29926	37.29821	49.52776	42.42207	57.68844	73.12970
2018-05-10 10:20:00	863033069630348164	1.00000	15.93718	9.45106	16.24734	11.33610	10.51100	16.27736	16.79705	18.30389	0.42820	55.20646	56.93228	43.64642	57.32969	85.88662	51.23352	69.39224	97.25774	77.30941	37.33566	8.07968
2018-05-10 10:21:00	359043379931766155	1.00000	12.67259	9.38734	10.88049	10.79512	7.51469	14.38820	11.41089	49.63547	0.01641	69.52597	52.66251	66.30443	35.30565	23.91253	10.04469	13.58288	28.74973	70.60041	98.04681	81.12209
2018-05-10 10:22:00	8630330696303481651	0.00000	13.97744	14.46513	12.57384	8.88420	11.76837	9.84905	14.02565	56.18278	0.06032	54.26390	63.49989	26.68018	55.32453	42.44731	46.21162	55.49678	59.64091	81.14009	53.38229	7.70331
2018-05-10 10:23:00	359043379931766908	0.00000	17.31519	17.75607	9.64813	8.49246	16.17772	12.68599	13.89273	59.28787	1.69846	46.84656	39.86910	75.05776	85.72786	95.15370	15.32186	70.89239	74.68611	55.65897	35.62294	90.85661
2018-05-10 10:24:00	359043379931766593	1.00000	11.30272	13.58215	13.07326	13.23918	11.73034	15.13701	11.48126	33.15733	0.00418	55.80468	71.58571	58.69249	40.08918	81.57411	48.88481	29.95426	1.87431	29.97410	3.06423	31.42143
2018-05-10 10:25:00	359043379931766023	1.00000	14.20051	11.54079	14.12153	15.93592	9.47109	14.07986	14.34574	36.23235	0.07543	52.92050	36.09314	50.83188	48.89914	19.05125	30.21014	18.19077	6.39531	74.32591	95.75131	1.85518
2018-05-10 10:26:00	8630330696303481628	1.00000	13.71175	12.02310	9.64575	11.76023	7.45817	12.12531	13.85203	59.42034	0.04626	39.61308	52.52618	59.42090	35.68256	89.88377	67.22125	57.75319	24.21810	39.70961	79.82022	31.80574
2018-05-10 10:27:00	3590433799317662246	1.00000	14.93879	11.03203	13.62890	13.63124	9.24830	18.99410	13.84435	39.96430	0.15776	49.42943	81.52716	38.83871	47.21129	2.16497	23.52695	94.28927	72.98081	20.59291	37.14104	63.77424
2018-05-10 10:28:00	359043379931766684	1.00000	12.92496	12.49026	10.41833	7.55214	12.21947	18.59075	9.13723	47.95127	0.02108	50.38010	50.03789	53.93856	69.13899	65.41752	44.23647	71.41327	64.85894	4.97202	71.87322	31.03482
2018-05-10 10:29:00	8630330696303481024	1.00000	10.26104	11.33079	10.86642	15.40885	10.20226	18.60024	10.72827	47.02952	0.00148	57.34039	56.76305	49.33175	22.63989	8.68160	69.19887	64.08975	42.25159	81.01178	12.44421	96.83647
2018-05-10 10:30:00	3590433799317662006	1.00000	14.06013	12.49408	19.69941	11.88854	10.85344	12.35012	16.68894	55.67008	0.06557	45.16339	63.36862	27.46651	30.72627	51.50246	38.91602	2.42822	26.85031	94.70673	56.95288	86.59368
2018-05-10 10:31:00	3590433799317661826	1.00000	14.23115	10.39177	13.49707	15.29297	9.79423	14.40669	13.66177	47.98068	0.07779	53.51979	49.21363	42.32520	49.67559	98.91091	77.18036	21.21479	10.64677	80.98380	74.42477	96.70203
2018-05-10 10:32:00	863033069630348537	1.00000	8.97260	14.27348	11.09945	10.81038	9.34426	13.93658	11.10719	46.74818	0.00046	50.60128	74.10561	36.34044	78.34830	42.65618	90.30244	52.20363	3.67118	41.08893	91.25736	98.21611
2018-05-10 10:33:00	863033069630348123	1.00000	8.77293	7.04684	6.79844	7.29347	10.40406	12.25683	13.04373	51.63621	0.00039	50.03035	46.97537	41.96148	48.69265	44.74795	44.43542	77.44234	6.29936	72.44441	52.71388	6.56160
2018-05-10 10:34:00	3590433799317662246	0.00000	12.42777	14.56509	13.00895	10.97786	11.31168	14.22786	11.87392	65.12424	0.01284	60.24624	53.68957	17.74602	75.23469	74.40773	58.93188	22.71073	5.15315	38.83552	11.05029	94.05321
2018-05-10 10:35:00	8630330696303481545	1.00000	12.85873	12.25892	10.69661	12.26048	15.91518	15.34936	14.96686	36.33786	0.01979	55.82758	72.15708	51.41551	55.39550	90.37327	60.47726	53.63535	16.75521	63.36759	34.00557	82.12025
2018-05-10 10:36:00	3590433799317661511	1.00000	10.83084	11.63898	11.88623	12.94121	10.71358	13.66192	9.66658	54.67671	0.00260	40.95062	53.43343	47.02672	25.03893	63.74068	69.80222	53.53528	58.07973	13.51198	7.45560	27.53032
2018-05-10 10:37:00	863033069630348750	1.00000	17.10387	11.24735	14.28546	14.05190	9.24704	14.56923	13.41883	64.86265	1.37495	61.42652	46.52619	44.32507	56.28966	62.66002	7.84892	0.95283	91.97663	78.57835	76.45453	17.20209
2018-05-10 10:38:00	8630330696303481701	1.00000	8.49814	4.43643	7.36514	6.48187	13.72178	15.60737	9.43824	41.46254	0.00034	54.78187	51.62668	50.32978	67.32424	53.88555	74.95238	45.40496	29.76936	4.92776	46.96551	54.60104
2018-05-10 10:39:00	3590433799317661297	0.00000	11.72620	11.15414	12.85778	11.19958	9.69429	15.31094	9.62322	63.87026	0.00638	63.16529	60.83449	60.98314	55.45463	17.90332	99.00298	15.65162	68.38143	40.81322	46.58881	35.03040
2018-05-10 10:40:00	3590433799317662477	1.00000	8.00173	8.39910	14.67459	12.85303	11.71762	16.83705	5.82014	61.78106	0.00016	32.69007	55.77591	39.80058	59.67057	79.74749	56.41212	94.57896	17.25159	77.20074	25.32157	43.44713
2018-05-10 10:41:00	3590433799317661057	1.00000	16.21262	10.60533	13.36092	14.47643	12.26729	10.55988	16.45027	55.36480	0.56396	43.24641	74.62937	61.76605	50.31586	73.63856	33.77367	82.19190	62.26558	87.50246	23.60710	24.07497
2018-05-10 10:42:00	3590433799317661719	1.00000	11.33230	10.75847	7.94778	11.18939	13.41402	14.30649	9.03436	25.38873	0.00430	76.65343	63.46668	59.42987	50.75185	85.19240	64.52041	98.73668	35.35381	18.11681	67.32455	26.72437
2018-05-10 10:43:00	3590433799317661271	1.00000	10.86620	11.92876	10.14164	11.13294	11.99221	14.38911	11.48164	51.96856	0.00275	39.52569	66.71221	53.95610	36.52255	47.04354	57.74070	84.25294	5.79867	13.84365	19.08782	71.94875
2018-05-10 10:44:00	8630330696303481198	0.00000	13.60422	15.18570	8.21025	10.68993	9.79558	11.90997	11.74731	35.97951	0.04155	56.43562	63.89151	61.52257	62.94823	97.35531	15.33502	62.43675	95.92599	58.04913	59.69999	37.65142
2018-05-10 10:45:00	359043379931766940	1.00000	9.17930	13.15718	9.71970	10.11830	11.63313	12.89824	11.65942	37.13264	0.00053	55.40135	55.50314	32.62130	53.51778	8.33868	45.64628	39.28980	45.31028	1.41431	2.59318	93.45007
2018-05-10 10:46:00	359043379931766353	0.00000	8.03934	6.51740	8.18122	8.58543	8.08161	11.73476	13.79033	36.05266	0.00021	71.81930	72.70249	43.32183	63.93337	18.49580	71.90283	16.82041	91.02209	1.15466	66.18149	77.72585
2018-05-10 10:47:00	8630330696303482246	1.00000	11.93280	13.03714	12.85834	14.39023	10.18936	12.12051	16.28138	52.55539	0.00787	53.91911	66.09802	57.99274	60.47990	53.82783	21.77261	32.04475	46.42482	37.87666	53.19240	99.98966
2018-05-10 10:48:00	359043379931766494	0.00000	13.45169	16.08030	13.07019	8.56796	14.46533	15.06137	14.22673	35.56332	0.03566	45.37524	75.18523	44.52987	57.21691	30.29675	69.37080	72.84738	7.06995	27.02129	2.12538	24.58192
2018-05-10 10:49:00	359043379931766452	0.00000	17.02140	13.18752	12.42573	7.37557	13.39370	13.30736	11.64872	64.58373	1.26613	57.23600	57.46990	57.29520	53.24981	17.54067	15.50673	55.91576	35.74521	22.25858	28.70552	41.51289
2018-05-10 10:50:00	8630330696303481081	1.00000	16.08417	11.85790	16.81722	14.45932	8.36604	10.01563	15.49437	45.24767	0.49599	47.89279	78.49117	33.31351	50.53251	28.58816	24.45693	80.93051	62.46635	75.97023	38.33413	24.93823
2018-05-10 10:51:00	359043379931766601	0.00000	13.30855	14.22572	4.76844	10.24976	12.16702	11.02910	11.69854	35.22506	0.03098	64.97691	78.82237	54.94211	45.03356	22.55701	32.49122	75.92481	50.38622	31.15884	15.76580	66.26693
2018-05-10 10:52:00	3590433799317662238	1.00000	7.36995	10.80532	9.89056	9.81298	12.10896	12.80976	11.54566	31.61526	0.00014	65.85237	68.89720	14.05826	53.47080	61.39839	8.28800	73.43305	83.10642	49.12633	43.45683	3.66550
2018-05-10 10:53:00	863033069630348941	1.00000	10.00815	10.14070	8.25644	10.09044	8.78402	12.15771	11.96348	48.84300	0.00119	51.33235	53.25188	37.79165	55.21721	46.01196	62.14083	41.49726	63.15913	22.42311	32.95996	37.11953
2018-05-10 10:54:00	863033069630348206	0.00000	13.00106	15.37578	15.20688	8.18926	10.59532	5.59579	10.79682	38.20255	0.02277	53.67823	54.26784	71.41526	38.96057	75.78799	33.18081	60.98177	35.01801	23.09910	33.48078	33.92016
2018-05-10 10:55:00	359043379931766122	1.00000	12.56979	12.35625	7.38689	9.86029	10.49312	10.93947	14.99088	48.39506	0.01477	48.95044	53.92491	18.47990	47.29952	74.36284	30.47407	94.82230	7.92093	59.23772	73.20161	62.77923
2018-05-10 10:56:00	863033069630348529	0.00000	17.39722	16.30977	9.04756	7.85090	17.06141	9.33396	14.19561	38.67373	1.84372	56.97355	48.88997	55.31683	42.31057	86.08975	54.86767	1.74445	51.46659	61.27663	14.18332	21.80315
2018-05-10 10:57:00	863033069630348263	1.00000	10.56456	10.72813	12.10079	17.20798	10.29922	14.54826	17.17856	58.73259	0.00202	43.36638	60.49984	58.76344	46.91147	52.60736	66.13582	39.63466	69.35669	9.07841	33.44596	57.74893
2018-05-10 10:58:00	359043379931766932	1.00000	13.62509	11.07505	13.89454	16.64163	13.64561	13.54279	15.10434	62.29052	0.04247	32.49747	41.87262	64.51242	67.39320	38.52010	42.63551	35.84134	18.68779	10.72938	83.99506	44.46607
2018-05-10 10:59:00	3590433799317662022	1.00000	10.11202	13.16044	10.32096	10.24506	13.62134	14.59836	9.03709	40.71363	0.00129	50.57967	50.52056	72.92330	51.02922	93.90946	15.07184	37.39851	35.99245	52.35692	48.05306	27.81109
2018-05-10 11:00:00	863033069630348347	1.00000	8.97878	6.95417	6.85512	10.83479	9.58173	12.79720	12.07706	36.13487	0.00047	54.59177	53.10110	58.10526	71.13954	4.13193	66.88087	9.85004	50.49070	25.46476	14.92252	52.88842
2018-05-10 11:01:00	3590433799317661917	1.00000	10.49096	14.23218	10.45740	18.34595	9.31012	14.55767	10.47959	50.12082	0.00184	69.79948	62.74002	36.94555	75.21255	91.06548	10.74517	68.11066	30.28097	91.41681	54.14213	86.24440
2018-05-10 11:02:00	359043379931766999	1.00000	8.14609	8.48469	12.36817	20.54749	13.21965	16.72302	15.27230	46.40422	0.00022	56.78275	70.40978	49.51775	57.62482	81.70581	55.14223	1.89278	88.69632	72.43601	80.37178	78.83068
2018-05-10 11:03:00	359043379931766056	0.00000	13.44525	16.08654	12.60312	8.79403	14.64894	11.65895	13.80486	34.14405	0.03543	71.91693	37.66334	36.89994	50.61694	28.44380	28.74418	57.10487	81.70700	47.32370	90.34173	0.64000
2018-05-10 11:04:00	359043379931766718	1.00000	7.94756	7.21439	10.73725	10.28692	9.80007	13.82989	9.15117	47.47072	0.00016	72.41291	68.96712	35.15561	59.41620	41.21141	20.74129	84.13181	87.09388	44.14652	48.07167	16.36738
2018-05-10 11:05:00	359043379931766288	1.00000	14.58451	9.80961	13.42578	12.96689	8.34553	12.84348	11.14832	60.95041	0.11075	80.76302	62.31050	72.31602	63.80283	56.31351	11.96079	86.48085	47.96587	1.60956	34.63081	70.96222
2018-05-10 11:06:00	863033069630348305	1.00000	11.71709	15.07376	13.73222	8.46093	12.38663	12.26509	9.13385	45.43175	0.00640	50.88956	78.43273	65.63931	37.35621	49.59447	70.07990	31.01506	49.32079	27.35054	14.77752	71.77385
2018-05-10 11:07:00	3590433799317662485	1.00000	10.21309	12.76518	12.29352	8.97007	11.14865	17.05551	10.20999	58.35027	0.00144	80.83245	51.90893	48.04731	55.66503	16.25735	95.54210	15.01723	64.82746	70.85379	24.15346	11.02888
2018-05-10 11:08:00	3590433799317662352	1.00000	12.73554	10.25892	10.53944	11.51350	9.47887	13.74938	11.58892	37.82381	0.01747	69.57583	65.15753	37.01762	76.68081	84.42423	24.14130	54.29340	20.55120	90.46839	98.84274	34.40425
2018-05-10 11:09:00	359043379931766833	0.00000	9.18711	12.97859	13.86040	14.04502	13.00464	5.67314	11.89342	52.96054	0.00054	50.39669	64.59629	43.78987	52.22000	59.05561	56.11478	92.67099	71.86252	71.21734	55.82693	64.34988
2018-05-10 11:10:00	8630330696303481974	1.00000	15.13063	13.90901	11.76319	12.41300	10.30222	17.24916	6.92058	42.98748	0.19110	58.12213	66.42957	54.15189	45.23066	43.05844	46.57116	20.85902	71.98808	18.01831	36.20641	2.02137
2018-05-10 11:11:00	8630330696303481412	1.00000	17.91333	7.53021	15.56493	12.42215	11.49308	12.43297	13.39448	53.83552	3.08910	42.66055	61.57326	59.34077	54.01438	7.25345	55.45664	43.22174	18.38819	43.72642	54.12290	83.14272
2018-05-10 11:12:00	8630330696303481305	0.00000	14.27193	11.49259	9.66686	13.53620	16.46167	16.19956	15.95959	45.79678	0.08103	46.37850	62.25416	42.08543	70.17260	40.04351	21.44574	2.15593	51.33830	41.17934	72.28329	13.70530
2018-05-10 11:13:00	863033069630348875	1.00000	17.33503	7.17364	12.42511	11.66984	7.99148	14.41880	13.39952	59.70292	1.73255	56.33308	58.80257	58.98545	61.91899	41.96084	9.18963	31.81673	1.37697	88.98430	21.61245	77.47879
2018-05-10 11:14:00	3590433799317661834	0.00000	11.64869	13.48717	16.35810	11.80477	13.34158	8.12894	14.55719	51.99935	0.00591	63.85457	76.35522	49.13533	38.74165	98.35160	78.10967	94.14096	14.78215	68.73589	24.71812	15.73869
2018-05-10 11:15:00	3590433799317662188	1.00000	11.10689	9.10666	12.51218	8.73028	8.88187	14.24701	11.06616	59.55280	0.00347	50.51078	53.83396	49.15398	67.49797	82.89459	0.28237	17.04315	61.89059	57.25678	0.82680	31.81907
2018-05-10 11:16:00	359043379931766981	0.00000	15.04539	13.66102	9.52216	7.59987	13.47415	14.77756	10.56817	40.13911	0.17557	49.54969	60.87770	34.14044	26.66199	91.79788	70.98474	0.17052	25.56929	10.45182	94.20459	70.39726
2018-05-10 11:17:00	863033069630348677	0.00000	14.67816	14.31552	15.51639	14.05860	17.54390	20.00432	14.64811	45.72763	0.12157	64.75804	60.95485	46.53503	62.41031	75.45235	84.79666	85.68667	87.81831	29.84780	65.38305	32.45850
2018-05-10 11:18:00	3590433799317661503	0.00000	11.08914	14.12374	12.45746	13.90693	9.73551	12.90523	12.78161	33.62930	0.00346	58.40849	37.89853	30.41342	49.88943	20.39035	35.34207	70.25838	50.80588	66.49464	91.61935	97.32525
2018-05-10 11:19:00	8630330696303482295	1.00000	10.68360	8.15853	7.70144	8.38964	11.63101	14.69106	12.54075	42.84575	0.00226	73.30077	52.83373	51.35545	57.36002	92.53756	20.46485	68.96358	19.31597	21.38517	31.58316	36.15272
2018-05-10 11:20:00	359043379931766890	1.00000	16.08998	12.29582	14.47196	12.23042	12.42290	13.69359	15.36252	73.45034	0.49886	50.97156	66.00570	51.99996	35.78723	26.58583	0.72731	70.33297	85.99633	96.04223	98.25850	48.48778
2018-05-10 11:21:00	359043379931766759	0.00000	13.99696	16.08546	9.39417	9.62982	12.06110	13.50896	14.31215	39.82406	0.06156	62.29659	68.66132	27.36476	47.12950	31.52512	71.08367	15.38127	88.25324	56.59437	13.64038	61.34921
2018-05-10 11:22:00	8630330696303481875	0.00000	11.99984	12.27771	14.77439	12.96371	14.37026	16.12857	17.18483	46.66090	0.00840	28.22231	58.15368	44.92155	75.19225	48.45205	0.59238	96.14174	95.28032	33.84874	49.75472	68.55594
2018-05-10 11:23:00	8630330696303481222	0.00000	11.75195	12.72714	15.49434	15.16951	18.61136	14.27502	19.18591	38.80570	0.00654	54.07640	47.46877	41.73063	37.59555	0.49799	93.11023	99.11257	1.12288	10.56916	71.68037	32.21078
2018-05-10 11:24:00	8630330696303482006	0.00000	16.07696	14.11846	13.68566	11.14081	21.01328	10.11954	16.09513	31.05217	0.49242	38.53215	57.70026	56.88247	59.62079	95.31029	45.43822	69.15627	73.20359	70.48482	68.04669	75.69568
2018-05-10 11:25:00	359043379931766437	0.00000	15.52970	13.63519	12.42418	11.82114	13.86340	8.83301	15.65643	51.14439	0.28489	44.61115	65.45110	40.57098	34.58621	55.73490	20.81830	95.20841	3.08178	52.53908	11.19192	6.47906
2018-05-10 11:26:00	3590433799317661941	0.00000	16.74112	16.05943	11.86197	8.37435	16.01145	15.30598	12.35562	47.50153	0.95666	50.73322	64.01180	66.50502	49.13385	47.14518	31.49359	29.26994	45.73484	85.32881	45.27418	42.24242
2018-05-10 11:27:00	359043379931766445	1.00000	9.12027	8.00445	7.64216	9.69110	11.40868	12.88771	12.21038	44.81285	0.00050	55.24639	57.09021	30.42248	46.23865	49.95960	36.20381	44.40856	63.12469	94.93051	10.68739	91.84474
2018-05-10 11:28:00	8630330696303481412	1.00000	11.36127	12.63057	14.36758	14.74066	12.35209	18.18375	14.89774	79.07387	0.00443	46.65810	33.73857	46.88108	68.06979	20.84456	54.56427	86.13887	24.25225	91.21071	40.74497	98.19791
2018-05-10 11:29:00	8630330696303481685	1.00000	11.75581	9.83684	8.56340	9.75342	11.83228	15.20348	9.62384	39.58243	0.00656	42.98626	56.03129	52.31111	70.54630	3.45209	5.61453	22.52158	37.17631	28.28581	69.35777	19.86187
2018-05-10 11:30:00	3590433799317661115	1.00000	16.10053	10.58663	14.75631	16.37823	9.01223	11.71897	17.47912	51.88357	0.50417	51.83143	67.57734	67.09595	53.19542	45.77305	36.46790	98.26116	92.69201	48.15541	55.17739	92.22465
2018-05-10 11:31:00	8630330696303482428	1.00000	9.21283	9.21397	7.15851	6.30167	10.60869	12.86187	12.35919	40.21063	0.00055	65.57303	57.98392	48.60419	55.36758	58.94378	45.33180	73.38822	61.46720	87.89708	7.04963	38.65221
2018-05-10 11:32:00	3590433799317661503	0.00000	13.38583	15.06571	11.73251	13.46919	13.86714	12.67032	15.83168	38.50175	0.03341	61.65455	53.49444	40.77013	44.63400	38.29756	64.82239	73.38944	8.27247	1.84871	71.05049	30.04595
2018-05-10 11:33:00	8630330696303481925	1.00000	14.05266	6.98624	13.28907	18.19380	12.94818	15.24216	15.12598	59.38633	0.06508	46.98447	42.75822	44.97986	39.24719	61.74119	32.10990	17.66764	79.54117	13.67971	22.94911	92.21010
2018-05-10 11:34:00	8630330696303481479	1.00000	12.45244	10.02998	6.28175	8.96243	9.60740	12.21230	16.56878	58.29504	0.01313	46.02894	46.68167	54.23900	29.20396	16.87424	87.57920	88.14498	53.29680	2.22921	71.98051	44.77256
2018-05-10 11:35:00	8630330696303481628	0.00000	9.51625	14.03038	15.68739	14.12782	15.80391	6.86878	15.15987	53.88787	0.00077	51.23303	53.00971	46.85545	39.22551	57.68228	62.35087	95.30569	31.13625	19.93721	83.00947	44.99007
2018-05-10 11:36:00	3590433799317661727	1.00000	12.36297	13.10090	10.67257	14.12896	10.32675	12.42169	12.99769	55.42013	0.01203	46.37962	61.46839	32.04643	60.08555	12.63070	20.49101	9.54092	8.63659	6.56092	63.16531	70.09022
2018-05-10 11:37:00	3590433799317661453	0.00000	16.42279	15.83726	12.08082	6.83761	13.76815	13.35208	12.59728	57.84643	0.69585	64.36343	66.18795	49.62389	44.60261	95.43649	98.20205	52.04891	46.13919	20.80124	72.05517	27.36666
